"id","grid","cnt_all","cnt_entire_home","cnt_private_room","cnt_shared_room","avgprice_all","avgprice_entire_home","avgprice_private_room","avgprice_shared_room"
16421,"CG65",147,88,58,1,228.24489795918,300.125,121.39655172414,100
16458,"CJ97",23,13,10,0,159.30434782609,210,93.4,0
16580,"CK77",97,57,39,1,180.53608247423,235.73684210526,102.82051282051,65
16595,"CN84",46,29,16,1,170.97826086957,218.55172413793,87.625,125
16821,"CI79",127,75,50,2,182.64566929134,209.68,140.06,233.5
16974,"CV50",32,7,21,4,86.625,148.42857142857,73.238095238095,48.75
17037,"CJ79",145,83,60,2,164.72413793103,213.86746987952,100.56666666667,50
17092,"CH64",230,132,72,26,185.9652173913,242.18939393939,123.51388888889,73.461538461538
17693,"CU39",35,11,23,1,97,164.27272727273,66.304347826087,63
17747,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
18127,"CH77",124,70,51,3,189.08064516129,250.47142857143,112.74509803922,54.333333333333
18152,"CS62",21,15,6,0,129.38095238095,141.93333333333,98,0
18198,"DF69",7,0,7,0,75.428571428571,0,75.428571428571,0
18590,"CM90",43,29,13,1,153.88372093023,188.65517241379,85.076923076923,40
18728,"CD72",55,45,10,0,233.58181818182,260.91111111111,110.6,0
18764,"CP83",149,76,73,0,157.15436241611,219.42105263158,92.328767123288,0
19159,"CR40",8,4,4,0,114.25,153.75,74.75,0
19169,"CH80",143,88,53,2,164.93706293706,203.75,103.39622641509,88
19282,"CO104",26,14,11,1,91.653846153846,123.78571428571,51.363636363636,85
19319,"CH83",31,3,17,11,88.935483870968,208.33333333333,104.35294117647,32.545454545455
19601,"CG88",18,13,5,0,176.16666666667,212,83,0
19812,"CQ80",123,85,38,0,169.88617886179,204.23529411765,93.052631578947,0
20299,"CI79",127,75,50,2,182.64566929134,209.68,140.06,233.5
20300,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
20611,"CO83",127,77,49,1,160.48031496063,209.77922077922,85.061224489796,60
20724,"CV87",65,11,44,10,73.692307692308,148.54545454545,62.181818181818,42
20734,"CM94",23,16,7,0,234.08695652174,300.9375,81.285714285714,0
20755,"CN92",41,24,17,0,170.80487804878,218.41666666667,103.58823529412,0
20853,"CM94",23,16,7,0,234.08695652174,300.9375,81.285714285714,0
20913,"CQ84",65,30,35,0,127.69230769231,190.8,73.6,0
21293,"CY87",85,27,57,1,95.964705882353,152.33333333333,70.070175438596,50
21456,"CP51",94,35,59,0,144.63829787234,259.8,76.322033898305,0
21644,"CT40",77,29,46,2,90.571428571429,129.68965517241,66.804347826087,70
21794,"CD73",65,51,14,0,250.58461538462,234.52941176471,309.07142857143,0
22911,"CZ93",44,29,15,0,118.18181818182,137.41379310345,81,0
22918,"CR42",90,20,69,1,124.02222222222,286.4,77.304347826087,100
23135,"CE95",25,21,4,0,125.16,132.85714285714,84.75,0
23501,"CU36",23,9,13,1,82.652173913043,111.22222222222,66.153846153846,40
23686,"CD76",126,101,25,0,243.71428571429,275.29702970297,116.12,0
24143,"CU82",100,41,58,1,125.23,183.46341463415,84.068965517241,125
24285,"CJ98",20,16,4,0,157.6,177.75,77,0
25235,"CZ93",44,29,15,0,118.18181818182,137.41379310345,81,0
25406,"CS82",92,43,49,0,144.51086956522,196.6976744186,98.714285714286,0
25696,"CT47",55,35,18,2,136.89090909091,160.91428571429,86.777777777778,167.5
26012,"CH94",19,14,5,0,205.15789473684,252.57142857143,72.4,0
26362,"CG67",63,45,17,1,236.66666666667,251.51111111111,196,260
26520,"CN92",41,24,17,0,170.80487804878,218.41666666667,103.58823529412,0
26559,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
26785,"CH99",46,29,17,0,139.65217391304,173.55172413793,81.823529411765,0
26933,"CJ78",130,79,47,4,163.03846153846,200.37974683544,107.76595744681,75
26954,"CJ71",86,64,17,5,236.77906976744,266.28125,179.23529411765,54.8
26969,"CQ80",123,85,38,0,169.88617886179,204.23529411765,93.052631578947,0
27006,"CL59",9,6,3,0,234.22222222222,284.16666666667,134.33333333333,0
27385,"CK78",112,59,52,1,199.94642857143,247.81355932203,148.15384615385,69
27531,"CI99",35,20,15,0,148.14285714286,196.6,83.533333333333,0
27644,"CS41",53,17,36,0,194.28301886792,453.11764705882,72.055555555556,0
27659,"CK100",22,17,5,0,159.95454545455,188.41176470588,63.2,0
27759,"CL58",15,11,4,0,397.8,500.09090909091,116.5,0
27883,"CI79",127,75,50,2,182.64566929134,209.68,140.06,233.5
28321,"CP103",69,31,38,0,104.13043478261,141.54838709677,73.605263157895,0
28396,"CO80",55,34,21,0,178.49090909091,217.76470588235,114.90476190476,0
28907,"CS59",70,52,17,1,199.77142857143,233.26923076923,102.29411764706,115
29012,"CX29",13,5,8,0,92.461538461538,114.4,78.75,0
29013,"CQ93",60,39,21,0,145.48333333333,184.07692307692,73.809523809524,0
29455,"CS45",28,15,12,1,117.28571428571,145.93333333333,86.666666666667,55
29628,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
29683,"CG78",50,42,7,1,291.98,322.02380952381,136.28571428571,120
30031,"CS74",1,0,1,0,50,0,50,0
30927,"CH82",89,39,47,3,141.15730337079,204.33333333333,94.340425531915,53.333333333333
31130,"CI62",76,45,27,4,268.96052631579,235.08888888889,354.07407407407,75.5
31555,"CD75",147,125,22,0,264.15646258503,285,145.72727272727,0
31902,"CX112",2,1,1,0,77.5,78,77,0
31994,"CO92",42,29,12,1,344.40476190476,463.62068965517,76.75,99
32023,"CW93",54,34,20,0,116.55555555556,151.85294117647,56.55,0
32037,"CN92",41,24,17,0,170.80487804878,218.41666666667,103.58823529412,0
32100,"CR75",61,32,29,0,128.75409836066,161.96875,92.103448275862,0
32289,"CS81",58,29,29,0,146.60344827586,199.55172413793,93.655172413793,0
32331,"CG92",31,25,6,0,174.45161290323,189.96,109.83333333333,0
32363,"DZ72",3,0,3,0,81.333333333333,0,81.333333333333,0
32965,"CW93",54,34,20,0,116.55555555556,151.85294117647,56.55,0
32969,"CV81",23,15,8,0,174.21739130435,219.6,89.125,0
33009,"CP82",102,54,47,1,161.24509803922,235.75925925926,78.31914893617,35
33014,"CJ79",145,83,60,2,164.72413793103,213.86746987952,100.56666666667,50
33223,"CP83",149,76,73,0,157.15436241611,219.42105263158,92.328767123288,0
34760,"CL90",23,14,9,0,127.65217391304,152.42857142857,89.111111111111,0
35526,"CE74",54,46,7,1,280.24074074074,308.86956521739,116.42857142857,110
36121,"CN97",23,16,7,0,122.60869565217,135.625,92.857142857143,0
36133,"CP82",102,54,47,1,161.24509803922,235.75925925926,78.31914893617,35
36442,"CN97",23,16,7,0,122.60869565217,135.625,92.857142857143,0
36647,"CV53",26,12,14,0,487.34615384615,946.08333333333,94.142857142857,0
36703,"CD75",147,125,22,0,264.15646258503,285,145.72727272727,0
36934,"CO82",133,72,61,0,153.16541353383,207.375,89.180327868852,0
38638,"CR59",84,62,18,4,174.2380952381,200.3064516129,107.88888888889,68.75
38663,"CJ92",23,18,4,1,249.78260869565,288.38888888889,88.5,200
39267,"CR60",76,54,21,1,181.19736842105,187.72222222222,169.2380952381,80
39282,"CS83",87,37,48,2,141.50574712644,181.35135135135,109.1875,180
39593,"CZ70",14,6,8,0,74.5,92.166666666667,61.25,0
39704,"CT93",39,23,16,0,104.25641025641,124.52173913043,75.125,0
40039,"CI86",21,15,6,0,226.33333333333,254.2,156.66666666667,0
40453,"CO65",58,48,10,0,197.22413793103,219.25,91.5,0
41348,"CH99",46,29,17,0,139.65217391304,173.55172413793,81.823529411765,0
41513,"CS41",53,17,36,0,194.28301886792,453.11764705882,72.055555555556,0
42580,"CO91",22,15,7,0,178.31818181818,217.2,95,0
42729,"CE95",25,21,4,0,125.16,132.85714285714,84.75,0
42882,"BI107",9,5,4,0,195.33333333333,315.2,45.5,0
43957,"DB85",37,16,18,3,84.864864864865,127.125,57.277777777778,25
44096,"CX39",6,1,5,0,64.166666666667,115,54,0
44161,"CN83",73,46,26,1,180.78082191781,229.9347826087,97.5,85
44212,"CJ78",130,79,47,4,163.03846153846,200.37974683544,107.76595744681,75
44221,"CA85",37,25,12,0,174.83783783784,216.48,88.083333333333,0
44229,"CM90",43,29,13,1,153.88372093023,188.65517241379,85.076923076923,40
44288,"CD73",65,51,14,0,250.58461538462,234.52941176471,309.07142857143,0
44506,"CS45",28,15,12,1,117.28571428571,145.93333333333,86.666666666667,55
45393,"CD75",147,125,22,0,264.15646258503,285,145.72727272727,0
45542,"CV42",47,14,31,2,84.31914893617,127,68.225806451613,35
45556,"CK91",41,33,8,0,167.29268292683,187.45454545455,84.125,0
45910,"DG86",10,7,3,0,149.1,175.85714285714,86.666666666667,0
45936,"CP49",11,4,7,0,107.36363636364,116.25,102.28571428571,0
45940,"CP81",103,57,46,0,163.63106796117,222.31578947368,90.913043478261,0
46544,"CK94",42,22,20,0,133.35714285714,166.68181818182,96.7,0
46723,"CS94",49,33,16,0,122.36734693878,144.69696969697,76.3125,0
46911,"CL95",31,21,10,0,145.77419354839,174.09523809524,86.3,0
47199,"CR62",69,45,21,3,169.60869565217,205.91111111111,106.7619047619,65
47362,"CU94",42,23,19,0,174.54761904762,208.86956521739,133,0
47370,"CE72",112,86,26,0,213.33035714286,244.06976744186,111.65384615385,0
47926,"CF64",59,51,6,2,211.76271186441,224.70588235294,94.166666666667,234.5
48719,"CH80",143,88,53,2,164.93706293706,203.75,103.39622641509,88
50447,"CH98",28,19,9,0,140.64285714286,181.10526315789,55.222222222222,0
51438,"CR60",76,54,21,1,181.19736842105,187.72222222222,169.2380952381,80
51485,"CG79",115,70,44,1,249.78260869565,322.67142857143,137.45454545455,90
51572,"CF69",101,56,45,0,186.52475247525,230.01785714286,132.4,0
51850,"ER97",4,0,4,0,53.25,0,53.25,0
53137,"CG64",182,129,48,5,177.52747252747,207.2480620155,110.77083333333,51.6
53196,"CW89",61,8,53,0,99.737704918033,281.5,72.301886792453,0
53469,"DM81",3,3,0,0,204.33333333333,204.33333333333,0,0
53470,"DG86",10,7,3,0,149.1,175.85714285714,86.666666666667,0
53477,"DM81",3,3,0,0,204.33333333333,204.33333333333,0,0
54158,"CP80",112,57,55,0,172.59821428571,261.28070175439,80.690909090909,0
54453,"CI63",154,99,42,13,180.61038961039,216.33333333333,122.35714285714,96.769230769231
54466,"CQ50",73,29,42,2,125.35616438356,167.44827586207,98.571428571429,77.5
54508,"CM95",64,29,35,0,236.5625,418.62068965517,85.714285714286,0
54544,"CT47",55,35,18,2,136.89090909091,160.91428571429,86.777777777778,167.5
54626,"CX39",6,1,5,0,64.166666666667,115,54,0
54860,"CU51",57,24,22,11,120.91228070175,184.25,85.727272727273,53.090909090909
55467,"CV81",23,15,8,0,174.21739130435,219.6,89.125,0
55498,"CW93",54,34,20,0,116.55555555556,151.85294117647,56.55,0
55668,"CG77",44,40,4,0,264.31818181818,278.925,118.25,0
55737,"CD77",67,51,16,0,212.29850746269,238.37254901961,129.1875,0
55959,"CR84",111,46,65,0,115.46846846847,168.5652173913,77.892307692308,0
55982,"CL92",67,44,19,4,134.9552238806,160.90909090909,96.157894736842,33.75
56467,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
56525,"CQ77",52,28,24,0,146.57692307692,191.78571428571,93.833333333333,0
56859,"CT46",49,28,21,0,148.87755102041,201.07142857143,79.285714285714,0
57166,"DE61",9,4,5,0,107,130.75,88,0
57297,"CG91",28,21,7,0,143.96428571429,167.04761904762,74.714285714286,0
57468,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
57618,"CI63",154,99,42,13,180.61038961039,216.33333333333,122.35714285714,96.769230769231
57740,"CH76",78,61,15,2,251.46153846154,290.19672131148,117.33333333333,76
57754,"CI72",31,23,8,0,217.06451612903,255.26086956522,107.25,0
57874,"CU47",74,38,34,2,163.55405405405,221.73684210526,103.61764705882,77
58059,"CU41",41,16,25,0,85.634146341463,114.875,66.92,0
58062,"CI102",18,12,6,0,161.61111111111,200.91666666667,83,0
58467,"CS65",20,2,17,1,67.5,100,65.882352941176,30
59014,"CI80",153,100,52,1,251.09150326797,330.96,101.01923076923,68
59121,"DG86",10,7,3,0,149.1,175.85714285714,86.666666666667,0
59642,"CP75",31,15,16,0,150.51612903226,208.13333333333,96.5,0
59709,"CF81",55,26,29,0,142.96363636364,196.42307692308,95.034482758621,0
59855,"CM66",26,16,9,1,214.61538461538,241.1875,184.22222222222,63
60164,"CD80",35,27,8,0,506.85714285714,607.14814814815,168.375,0
60457,"CF75",40,35,5,0,294.75,316.54285714286,142.2,0
60611,"CT54",57,25,30,2,112.68421052632,151.52,84.666666666667,47.5
60666,"CT46",49,28,21,0,148.87755102041,201.07142857143,79.285714285714,0
60673,"CT45",50,18,31,1,104.42,138.38888888889,85.645161290323,75
60680,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
60794,"CP51",94,35,59,0,144.63829787234,259.8,76.322033898305,0
60948,"CV47",38,19,18,1,130.15789473684,135.26315789474,119.77777777778,220
61167,"CF80",134,81,50,3,214.9552238806,285.56790123457,98.86,243.33333333333
61224,"CE71",87,67,19,1,221.04597701149,250.17910447761,125.47368421053,85
61406,"CQ49",90,36,54,0,116.24444444444,171.58333333333,79.351851851852,0
61492,"CH82",89,39,47,3,141.15730337079,204.33333333333,94.340425531915,53.333333333333
61509,"CN66",44,36,7,1,205.54545454545,231.36111111111,91.428571428571,75
62095,"CS107",34,12,12,10,71.147058823529,110.91666666667,65.916666666667,29.7
62427,"CH77",124,70,51,3,189.08064516129,250.47142857143,112.74509803922,54.333333333333
62430,"DB92",41,14,27,0,76.463414634146,110.57142857143,58.777777777778,0
62452,"BG111",8,1,7,0,48.875,105,40.857142857143,0
62461,"BG110",1,0,1,0,37,0,37,0
62787,"BG111",8,1,7,0,48.875,105,40.857142857143,0
62891,"CJ78",130,79,47,4,163.03846153846,200.37974683544,107.76595744681,75
62903,"CF72",70,62,6,2,229.04285714286,237.12903225806,132.66666666667,267.5
62925,"CQ76",61,38,23,0,153.3606557377,197.63157894737,80.217391304348,0
63299,"CR84",111,46,65,0,115.46846846847,168.5652173913,77.892307692308,0
63320,"BG111",8,1,7,0,48.875,105,40.857142857143,0
63360,"DC67",17,8,8,1,207.88235294118,143.375,293.125,42
63546,"CL109",7,1,6,0,62.714285714286,150,48.166666666667,0
63573,"CJ99",46,28,18,0,154.39130434783,207.17857142857,72.277777777778,0
63588,"DS46",6,2,3,1,84.166666666667,110,80,45
63610,"DX21",3,2,0,1,208.33333333333,290,0,45
63657,"CU94",42,23,19,0,174.54761904762,208.86956521739,133,0
63693,"CJ79",145,83,60,2,164.72413793103,213.86746987952,100.56666666667,50
63719,"CR93",74,43,31,0,114.71621621622,151.6511627907,63.483870967742,0
63913,"CY26",26,13,12,1,104.69230769231,128.23076923077,85.5,29
64000,"CR85",34,8,26,0,105.14705882353,171.875,84.615384615385,0
64015,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
64107,"CU95",31,13,17,1,106.45161290323,168.07692307692,64.117647058824,25
64277,"CT93",39,23,16,0,104.25641025641,124.52173913043,75.125,0
64314,"CR96",50,20,30,0,95.72,130.35,72.633333333333,0
64365,"CR96",50,20,30,0,95.72,130.35,72.633333333333,0
64707,"CE81",36,22,13,1,167.44444444444,211.63636363636,97.846153846154,100
64837,"CJ79",145,83,60,2,164.72413793103,213.86746987952,100.56666666667,50
65019,"CJ58",43,35,6,2,294.44186046512,336.57142857143,113.33333333333,100.5
65268,"CR93",74,43,31,0,114.71621621622,151.6511627907,63.483870967742,0
65556,"CO82",133,72,61,0,153.16541353383,207.375,89.180327868852,0
65562,"CJ76",118,77,40,1,150.48305084746,179.44155844156,96.5,80
65615,"CR83",106,47,59,0,155.42452830189,208.29787234043,113.30508474576,0
65660,"CT84",92,27,65,0,105.59782608696,154.77777777778,85.169230769231,0
65813,"CU40",57,21,34,2,91.719298245614,134.42857142857,67.088235294118,62
65834,"CL97",20,19,1,0,153.25,158.68421052632,50,0
66008,"CG95",21,18,3,0,277.42857142857,305.88888888889,106.66666666667,0
66026,"CS98",53,38,15,0,203.41509433962,257.39473684211,66.666666666667,0
66251,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
66275,"CG80",84,50,34,0,182.54761904762,230.88,111.47058823529,0
66451,"CQ83",128,63,64,1,148.0390625,205.69841269841,91.5625,130
66718,"CR46",69,15,52,2,157.66666666667,400.53333333333,92.153846153846,39.5
66741,"CJ95",42,26,16,0,140.7380952381,167,98.0625,0
66974,"CH94",19,14,5,0,205.15789473684,252.57142857143,72.4,0
67288,"CS52",52,18,34,0,126.28846153846,207.88888888889,83.088235294118,0
67299,"CO82",133,72,61,0,153.16541353383,207.375,89.180327868852,0
67397,"CP49",11,4,7,0,107.36363636364,116.25,102.28571428571,0
68099,"CO50",68,18,46,4,154.01470588235,299.83333333333,98.695652173913,134
68305,"CS40",62,13,48,1,85.887096774194,158.53846153846,66.645833333333,65
68403,"DA93",41,33,8,0,119.46341463415,133.09090909091,63.25,0
68735,"CL54",44,36,8,0,218.59090909091,241.19444444444,116.875,0
68765,"CF95",30,22,8,0,204.8,241.5,103.875,0
68900,"CQ76",61,38,23,0,153.3606557377,197.63157894737,80.217391304348,0
68974,"CF80",134,81,50,3,214.9552238806,285.56790123457,98.86,243.33333333333
69894,"CJ58",43,35,6,2,294.44186046512,336.57142857143,113.33333333333,100.5
69921,"DA85",61,17,44,0,79.606557377049,134.52941176471,58.386363636364,0
70095,"CY26",26,13,12,1,104.69230769231,128.23076923077,85.5,29
70128,"CH75",61,38,21,2,268.37704918033,359.13157894737,121.90476190476,82
70609,"CK78",112,59,52,1,199.94642857143,247.81355932203,148.15384615385,69
71010,"CV38",25,15,9,1,111.6,139.66666666667,73.666666666667,32
71248,"CH81",76,51,25,0,158.11842105263,185,103.28,0
71366,"CD76",126,101,25,0,243.71428571429,275.29702970297,116.12,0
71384,"CQ77",52,28,24,0,146.57692307692,191.78571428571,93.833333333333,0
71812,"DF24",6,2,4,0,76.5,92.5,68.5,0
72190,"CK59",62,50,12,0,320.08064516129,349.14,199,0
72265,"CR77",36,21,15,0,115.11111111111,143.95238095238,74.733333333333,0
74073,"CP83",149,76,73,0,157.15436241611,219.42105263158,92.328767123288,0
74240,"CP80",112,57,55,0,172.59821428571,261.28070175439,80.690909090909,0
74333,"CV47",38,19,18,1,130.15789473684,135.26315789474,119.77777777778,220
74404,"CQ50",73,29,42,2,125.35616438356,167.44827586207,98.571428571429,77.5
74680,"CW59",6,3,3,0,114,138.33333333333,89.666666666667,0
74860,"CS78",40,17,22,1,105.2,146.94117647059,75.681818181818,45
75193,"CQ82",89,55,33,1,152.96629213483,198.21818181818,80.909090909091,42
75635,"CI80",153,100,52,1,251.09150326797,330.96,101.01923076923,68
76761,"CH100",36,24,12,0,138.66666666667,163.29166666667,89.416666666667,0
77765,"CR73",20,11,9,0,202.95,181.90909090909,228.66666666667,0
77936,"CG64",182,129,48,5,177.52747252747,207.2480620155,110.77083333333,51.6
78919,"CH92",33,29,4,0,169.42424242424,180.96551724138,85.75,0
79067,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
79782,"CR85",34,8,26,0,105.14705882353,171.875,84.615384615385,0
80493,"CI79",127,75,50,2,182.64566929134,209.68,140.06,233.5
80684,"CR73",20,11,9,0,202.95,181.90909090909,228.66666666667,0
80700,"CQ73",15,6,9,0,163.66666666667,152.33333333333,171.22222222222,0
80924,"CJ96",31,21,10,0,138.41935483871,167.57142857143,77.2,0
81739,"CR73",20,11,9,0,202.95,181.90909090909,228.66666666667,0
82549,"CE90",3,2,1,0,133.33333333333,150,100,0
82550,"CF89",19,17,2,0,215.89473684211,231.35294117647,84.5,0
82638,"CI78",97,66,30,1,176.30927835052,209.15151515152,107.1,85
82928,"CT94",53,29,24,0,148.09433962264,188.93103448276,98.75,0
83243,"DB91",54,20,34,0,91.518518518519,149,57.705882352941,0
83446,"CM91",30,23,7,0,217.93333333333,261.26086956522,75.571428571429,0
83722,"CP80",112,57,55,0,172.59821428571,261.28070175439,80.690909090909,0
83847,"CJ78",130,79,47,4,163.03846153846,200.37974683544,107.76595744681,75
84010,"CR73",20,11,9,0,202.95,181.90909090909,228.66666666667,0
84059,"CT96",39,19,20,0,92.794871794872,121.21052631579,65.8,0
84659,"CH77",124,70,51,3,189.08064516129,250.47142857143,112.74509803922,54.333333333333
84905,"CF82",52,23,28,1,134.63461538462,185.82608695652,95.5,53
85094,"CT98",24,14,10,0,154.625,140.92857142857,173.8,0
86215,"CH80",143,88,53,2,164.93706293706,203.75,103.39622641509,88
89427,"CO92",42,29,12,1,344.40476190476,463.62068965517,76.75,99
89621,"CS94",49,33,16,0,122.36734693878,144.69696969697,76.3125,0
93313,"CV93",71,40,30,1,113.53521126761,140.475,57.233333333333,725
94035,"DD65",17,7,10,0,92.294117647059,143.57142857143,56.4,0
94209,"CT96",39,19,20,0,92.794871794872,121.21052631579,65.8,0
94477,"CX90",43,15,28,0,98.627906976744,167.4,61.785714285714,0
94783,"CQ97",55,26,29,0,102.83636363636,148.38461538462,62,0
95747,"CS83",87,37,48,2,141.50574712644,181.35135135135,109.1875,180
95883,"CR89",33,16,17,0,96.030303030303,127.625,66.294117647059,0
96471,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
98330,"CK73",33,24,9,0,169,190.20833333333,112.44444444444,0
98663,"CF69",101,56,45,0,186.52475247525,230.01785714286,132.4,0
99070,"CU53",59,25,32,2,113.16949152542,167.96,74,55
99085,"CL92",67,44,19,4,134.9552238806,160.90909090909,96.157894736842,33.75
100002,"CW31",21,10,9,2,116.19047619048,168.2,69.777777777778,65
100184,"ES78",3,0,2,1,52,0,57.5,41
100186,"CG98",24,13,9,2,124.08333333333,164.84615384615,83.777777777778,40.5
101053,"CQ83",128,63,64,1,148.0390625,205.69841269841,91.5625,130
102995,"CM56",42,35,7,0,305.07142857143,339.85714285714,131.14285714286,0
103161,"CP81",103,57,46,0,163.63106796117,222.31578947368,90.913043478261,0
103311,"CQ73",15,6,9,0,163.66666666667,152.33333333333,171.22222222222,0
103806,"CH78",129,83,45,1,171.86046511628,204.77108433735,113.22222222222,79
105469,"EE129",3,1,2,0,112.33333333333,142,97.5,0
105510,"CS98",53,38,15,0,203.41509433962,257.39473684211,66.666666666667,0
106363,"CR40",8,4,4,0,114.25,153.75,74.75,0
106647,"CQ93",60,39,21,0,145.48333333333,184.07692307692,73.809523809524,0
107630,"CQ77",52,28,24,0,146.57692307692,191.78571428571,93.833333333333,0
107895,"CI58",39,29,10,0,180.25641025641,196,134.6,0
